species,Gram stain,Genus
Prevotella multisaccharivorax,negative,Prevotella
Prevotella nanceiensis,negative,Prevotella
Prevotella paludivivens,negative,Prevotella
Prevotella pleuritidis,negative,Prevotella
Prevotella rara,negative,Prevotella
Prevotella saccharolytica,negative,Prevotella
Prevotella salivae,negative,Prevotella
Prevotella shahii,negative,Prevotella
Prevotella stercorea,negative,Prevotella
Prevotella timonensis,negative,Prevotella
Pricia antarctica,negative,Pricia
Primorskyibacter marinus,negative,Primorskyibacter
Profundibacterium mesophilum,negative,Profundibacterium
Prolixibacter bellariivorans,negative,Prolixibacter
Propionispora hippei,negative,Propionispora
Prosthecobacter fluviatilis,negative,Prosthecobacter
Proteiniclasticum ruminis,negative,Proteiniclasticum
Proteiniphilum acetatigenes,negative,Proteiniphilum
Proteiniphilum saccharofermentans,negative,Proteiniphilum
Proteus alimentorum,negative,Proteus
Proteus cibi,negative,Proteus
Proteus columbae,negative,Proteus
Proteus faecis,negative,Proteus
Proteus terrae subsp. cibarius,negative,Proteus
Providencia burhodogranariea,negative,Providencia
Providencia huaxiensis,negative,Providencia
Providencia sneebia,negative,Providencia
Providencia vermicola,negative,Providencia
Pseudacidovorax intermedius,negative,Pseudacidovorax
Pseudactinotalea suaedae,negative,Pseudactinotalea
Pseudactinotalea terrae,negative,Pseudactinotalea
Pseudaeromonas pectinilytica,negative,Pseudaeromonas
Pseudaeromonas sharmana,negative,Pseudaeromonas
Pseudahrensia aquimaris,negative,Pseudahrensia
Pseudahrensia todarodis,negative,Pseudahrensia
Pseudaminobacter manganicus,negative,Pseudaminobacter
Pseudarcicella hirudinis,negative,Pseudarcicella
Pseudenhygromyxa salsuginis,negative,Pseudenhygromyxa
Pseudidiomarina aestuarii,negative,Pseudidiomarina
Pseudidiomarina aquimaris,negative,Pseudidiomarina
Pseudidiomarina donghaiensis,negative,Pseudidiomarina
Pseudidiomarina marina,negative,Pseudidiomarina
Pseudidiomarina tainanensis,negative,Pseudidiomarina
Pseudidiomarina salinarum,negative,Pseudidiomarina
Pseudidiomarina sediminum,negative,Pseudidiomarina
Pseudidiomarina tainanensis,negative,Pseudidiomarina
Pseudidiomarina taiwanensis,negative,Pseudidiomarina
Pseudoaeromonas paramecii,negative,Pseudoaeromonas
Pseudoalteromonas aestuariivivens,negative,Pseudoalteromonas
Pseudoalteromonas aliena,negative,Pseudoalteromonas
Pseudoalteromonas arabiensis,negative,Pseudoalteromonas
Pseudoalteromonas arctica,negative,Pseudoalteromonas
Pseudoalteromonas byunsanensis,negative,Pseudoalteromonas
Pseudoalteromonas fenneropenaei,negative,Pseudoalteromonas
Pseudoalteromonas fuliginea,negative,Pseudoalteromonas
Pseudoalteromonas gelatinilytica,negative,Pseudoalteromonas
Pseudoalteromonas hodoensis,negative,Pseudoalteromonas
Pseudoalteromonas lipolytica,negative,Pseudoalteromonas
Pseudoalteromonas marina,negative,Pseudoalteromonas
Pseudoalteromonas neustonica,negative,Pseudoalteromonas
Pseudoalteromonas piratica,negative,Pseudoalteromonas
Pseudoalteromonas profundi,negative,Pseudoalteromonas
Pseudoalteromonas spongiae,negative,Pseudoalteromonas
Pseudobdellovibrio exovorus,negative,Pseudobdellovibrio
Pseudobizionia ponticola,negative,Pseudobizionia
Pseudobythopirellula maris,negative,Pseudobythopirellula
Pseudochrobactrum asaccharolyticum,negative,Pseudochrobactrum
Pseudochrobactrum kiredjianiae,negative,Pseudochrobactrum
Pseudochrobactrum lubricantis,negative,Pseudochrobactrum
Pseudochrobactrum saccharolyticum,negative,Pseudochrobactrum
Pseudodesulfovibrio hydrargyri,negative,Pseudodesulfovibrio
Pseudodesulfovibrio indicus,negative,Pseudodesulfovibrio
Pseudodesulfovibrio senegalensis,negative,Pseudodesulfovibrio
Pseudodesulfovibrio tunisiensis,negative,Pseudodesulfovibrio
Pseudodonghicola xiamenensis,negative,Pseudodonghicola
Pseudoduganella danionis,negative,Pseudoduganella
Massilia eburnea,negative,Massilia
Pseudoduganella violaceinigra,negative,Pseudoduganella
Pseudobacter ginsenosidimutans,negative,Pseudobacter
Pseudoflavitalea rhizosphaerae,negative,Pseudoflavitalea
Pseudoflavonifractor capillosus,negative,Pseudoflavonifractor
Pseudofulvibacter gastropodicola,negative,Pseudofulvibacter
Pseudofulvibacter geojedonensis,negative,Pseudofulvibacter
Pseudofulvibacter marinus,negative,Pseudofulvibacter
Pseudofulvimonas gallinarii,negative,Pseudofulvimonas
Pseudogemmobacter bohemicus,negative,Pseudogemmobacter
Pseudogulbenkiania gefcensis,negative,Pseudogulbenkiania
Pseudogulbenkiania subflava,negative,Pseudogulbenkiania
Pseudohaliea rubra,negative,Pseudohaliea
Pseudohoeflea suaedae,negative,Pseudohoeflea
Pseudohongiella nitratireducens,negative,Pseudohongiella
Pseudoleptotrichia goodfellowii,negative,Pseudoleptotrichia
Pseudomaribius aestuariivivens,negative,Pseudomaribius
Pseudomethylobacillus aquaticus,negative,Pseudomethylobacillus
Pseudomonas abyssi,negative,Pseudomonas
Pseudomonas aeruginosa,negative,Pseudomonas
Pseudomonas antarctica,negative,Pseudomonas
Pseudomonas argentinensis,negative,Pseudomonas
Pseudomonas asiatica,negative,Pseudomonas
Pseudomonas atacamensis,negative,Pseudomonas
Pseudomonas atagonensis,negative,Pseudomonas
Pseudomonas azotifigens,negative,Pseudomonas
Pseudomonas baetica,negative,Pseudomonas
Pseudomonas borbori,negative,Pseudomonas
Denitrificimonas caeni,negative,Denitrificimonas
Pseudomonas canadensis,negative,Pseudomonas
Pseudomonas cuatrocienegasensis,negative,Pseudomonas
Pseudomonas delhiensis,negative,Pseudomonas
Chryseomonas duriflava,negative,Chryseomonas
Pseudomonas edaphica,negative,Pseudomonas
Pseudomonas flexibilis,negative,Pseudomonas
Pseudomonas floridensis,negative,Pseudomonas
Pseudomonas fluorescens,negative,Pseudomonas
Pseudomonas fluvialis,negative,Pseudomonas
Halopseudomonas formosensis,negative,Halopseudomonas
Pseudomonas furukawaii,negative,Pseudomonas
Pseudomonas glycinae,negative,Pseudomonas
Pseudomonas guangdongensis,negative,Pseudomonas
Pseudomonas guariconensis,negative,Pseudomonas
Pseudomonas guguanensis,negative,Pseudomonas
Pseudomonas guineae,negative,Pseudomonas
Pseudomonas helleri,negative,Pseudomonas
Pseudomonas huaxiensis,negative,Pseudomonas
Pseudomonas jilinensis,negative,Pseudomonas
Pseudomonas juntendi,negative,Pseudomonas
Pseudomonas khazarica,negative,Pseudomonas
Pseudomonas knackmussii,negative,Pseudomonas
Pseudomonas lactis,negative,Pseudomonas
Halopseudomonas litoralis,negative,Halopseudomonas
Pseudomonas lurida,negative,Pseudomonas
Pseudomonas lutea,negative,Pseudomonas
Pseudomonas mangiferae,negative,Pseudomonas
Pseudomonas marincola,negative,Pseudomonas
Pseudomonas meridiana,negative,Pseudomonas
Pseudomonas mohnii,negative,Pseudomonas
Pseudomonas moorei,negative,Pseudomonas
Pseudomonas nitrititolerans,negative,Pseudomonas
Pseudomonas nosocomialis,negative,Pseudomonas
Halopseudomonas oceani,negative,Halopseudomonas
Halopseudomonas pachastrellae,negative,Halopseudomonas
Pseudomonas marginalis,negative,Pseudomonas
Pseudomonas panipatensis,negative,Pseudomonas
Pseudomonas paralactis,negative,Pseudomonas
Halopseudomonas pelagia,negative,Halopseudomonas
Pseudomonas peli,negative,Pseudomonas
Pseudomonas populi,negative,Pseudomonas
Pseudomonas profundi,negative,Pseudomonas
Pseudomonas proteolytica,negative,Pseudomonas
Pseudomonas oryzihabitans,negative,Pseudomonas
Pseudomonas punonensis,negative,Pseudomonas
Pseudomonas putida,negative,Pseudomonas
Pseudomonas reidholzensis,negative,Pseudomonas
Pseudomonas reinekei,negative,Pseudomonas
Halopseudomonas sabulinigri,negative,Halopseudomonas
Pseudomonas sagittaria,negative,Pseudomonas
Pseudomonas saliphila,negative,Pseudomonas
Pseudomonas segetis,negative,Pseudomonas
Pseudomonas taeanensis,negative,Pseudomonas
Pseudomonas taiwanensis,negative,Pseudomonas
Pseudomonas tarimensis,negative,Pseudomonas
Pseudomonas tianjinensis,negative,Pseudomonas
Pseudomonas turukhanskensis,negative,Pseudomonas
Pseudomonas urumqiensis,negative,Pseudomonas
Pseudomonas wadenswilerensis,negative,Pseudomonas
Pseudomonas weihenstephanensis,negative,Pseudomonas
Halopseudomonas xiamenensis,negative,Halopseudomonas
Halopseudomonas xinjiangensis,negative,Halopseudomonas
Chryseomonas luteola,negative,Chryseomonas
Pseudooceanicola batsensis,negative,Pseudooceanicola
Pseudooceanicola lipolyticus,negative,Pseudooceanicola
Pseudooceanicola marinus,negative,Pseudooceanicola
Pseudooceanicola nanhaiensis,negative,Pseudooceanicola
Pseudooceanicola nitratireducens,negative,Pseudooceanicola
Pseudophaeobacter arcticus,negative,Pseudophaeobacter
Pseudophaeobacter leonis,negative,Pseudophaeobacter
Pseudopuniceibacterium sediminis,negative,Pseudopuniceibacterium
Pseudorhodobacter antarcticus,negative,Pseudorhodobacter
Cypionkella aquatica,negative,Cypionkella
Pseudorhodobacter aquimaris,negative,Pseudorhodobacter
Cypionkella collinsensis,negative,Cypionkella
Pseudorhodobacter ponti,negative,Pseudorhodobacter
Cypionkella psychrotolerans,negative,Cypionkella
Cypionkella sinensis,negative,Cypionkella
Pseudorhodobacter wandonensis,negative,Pseudorhodobacter
Pseudorhodoferax aquiterrae,negative,Pseudorhodoferax
Pseudorhodoferax caeni,negative,Pseudorhodoferax
Pseudorhodoferax soli,negative,Pseudorhodoferax
Pseudoroseicyclus aestuarii,negative,Pseudoroseicyclus
Pseudoruegeria aestuarii,negative,Pseudoruegeria
Pseudoruegeria aquimaris,negative,Pseudoruegeria
Pseudoruegeria haliotis,negative,Pseudoruegeria
Pseudoruegeria insulae,negative,Pseudoruegeria
Pseudoruegeria lutimaris,negative,Pseudoruegeria
Pseudotenacibaculum haliotis,negative,Pseudotenacibaculum
Pseudothioclava arenosa,negative,Pseudothioclava
Pseudovibrio ascidiaceicola,negative,Pseudovibrio
Pseudovibrio axinellae,negative,Pseudovibrio
Pseudovibrio denitrificans,negative,Pseudovibrio
Pseudovibrio exalbescens,negative,Pseudovibrio
Pseudovibrio japonicus,negative,Pseudovibrio
Pseudovibrio stylochi,negative,Pseudovibrio
Pseudoxanthobacter soli,negative,Pseudoxanthobacter
Pseudoxanthomonas daejeonensis,negative,Pseudoxanthomonas
Pseudoxanthomonas dokdonensis,negative,Pseudoxanthomonas
Pseudoxanthomonas helianthi,negative,Pseudoxanthomonas
Pseudoxanthomonas japonensis,negative,Pseudoxanthomonas
Pseudoxanthomonas kalamensis,negative,Pseudoxanthomonas
Pseudoxanthomonas koreensis,negative,Pseudoxanthomonas
Pseudoxanthomonas mexicana,negative,Pseudoxanthomonas
Pseudoxanthomonas putridarboris,negative,Pseudoxanthomonas
Pseudoxanthomonas sacheonensis,negative,Pseudoxanthomonas
Pseudoxanthomonas spadix,negative,Pseudoxanthomonas
Pseudoxanthomonas suwonensis,negative,Pseudoxanthomonas
Pseudoxanthomonas yeongjuensis,negative,Pseudoxanthomonas
Pseudozobellia thermophila,negative,Pseudozobellia
Psittacicella gerlachiana,negative,Psittacicella
Psittacicella hinzii,negative,Psittacicella
Psittacicella melopsittaci,negative,Psittacicella
Psychrilyobacter atlanticus,negative,Psychrilyobacter
Psychrobacter aestuarii,negative,Psychrobacter
Psychrobacter alimentarius,negative,Psychrobacter
Psychrobacter aquaticus,negative,Psychrobacter
Psychrobacter aquimaris,negative,Psychrobacter
Psychrobacter arcticus,negative,Psychrobacter
Psychrobacter celer,negative,Psychrobacter
Psychrobacter cibarius,negative,Psychrobacter
Psychrobacter cryohalolentis,negative,Psychrobacter
Psychrobacter fulvigenes,negative,Psychrobacter
Psychrobacter glaciei,negative,Psychrobacter
Psychrobacter lutiphocae,negative,Psychrobacter
Psychrobacter maritimus,negative,Psychrobacter
Psychrobacter namhaensis,negative,Psychrobacter
Psychrobacter pasteurii,negative,Psychrobacter
Psychrobacter piechaudii,negative,Psychrobacter
Psychrobacter piscatorii,negative,Psychrobacter
Psychrobacter pocilloporae,negative,Psychrobacter
Psychrobacter sanguinis,negative,Psychrobacter
Psychrobacter vallis,negative,Psychrobacter
Psychroflexus aestuariivivens,negative,Psychroflexus
Psychroflexus halocasei,negative,Psychroflexus
Psychroflexus maritimus,negative,Psychroflexus
Psychroflexus planctonicus,negative,Psychroflexus
Psychroflexus salinarum,negative,Psychroflexus
Psychroflexus saliphilus,negative,Psychroflexus
Psychroflexus salis,negative,Psychroflexus
Psychroflexus sediminis,negative,Psychroflexus
Psychroflexus tropicus,negative,Psychroflexus
Psychromonas agarivorans,negative,Psychromonas
Psychromonas aquatilis,negative,Psychromonas
Psychromonas aquimarina,negative,Psychromonas
Psychromonas boydii,negative,Psychromonas
Psychromonas hadalis,negative,Psychromonas
Psychromonas heitensis,negative,Psychromonas
Psychromonas ingrahamii,negative,Psychromonas
Psychromonas japonica,negative,Psychromonas
Psychromonas macrocephali,negative,Psychromonas
Psychromonas ossibalaenae,negative,Psychromonas
Psychroserpens damuponensis,negative,Psychroserpens
Psychroserpens mesophilus,negative,Psychroserpens
Psychrosphaera aquimarina,negative,Psychrosphaera
Puia dinghuensis,negative,Puia
Pukyongia salina,negative,Pukyongia
Pulveribacter suum,negative,Pulveribacter
Puniceibacterium confluentis,negative,Puniceibacterium
Puniceicoccus vermicola,negative,Puniceicoccus
Pusillimonas ginsengisoli,negative,Pusillimonas
Pusillimonas harenae,negative,Pusillimonas
Pusillimonas noertemannii,negative,Pusillimonas
Pusillimonas soli,negative,Pusillimonas
Pusillimonas thiosulfatoxidans,negative,Pusillimonas
Pustulibacterium marinum,negative,Pustulibacterium
Pyramidobacter piscolens,negative,Pyramidobacter
Pyruvatibacter mobilis,negative,Pyruvatibacter
Quisquiliibacterium transsilvanicum,negative,Quisquiliibacterium
Racemicystis persica,negative,Racemicystis
Rahnella aceris,negative,Rahnella
Raineya orbicola,negative,Raineya
Ralstonia syzygii,negative,Ralstonia
Ramlibacter alkalitolerans,negative,Ramlibacter
Ramlibacter humi,negative,Ramlibacter
Ramlibacter monticola,negative,Ramlibacter
Ramlibacter rhizophilus,negative,Ramlibacter
Rapidithrix thailandica,negative,Rapidithrix
Ravibacter arvi,negative,Ravibacter
Rectinema cohabitans,negative,Rectinema
Rehaibacterium terrae,negative,Rehaibacterium
Reichenbachiella versicolor,negative,Reichenbachiella
Reinekea aestuarii,negative,Reinekea
Reinekea blandensis,negative,Reinekea
Reinekea marina,negative,Reinekea
Reinekea marinisedimentorum,negative,Reinekea
Reinekea thalattae,negative,Reinekea
Reyranella aquatilis,negative,Reyranella
Reyranella soli,negative,Reyranella
Rhabdobacter roseus,negative,Rhabdobacter
Rheinheimera aquimaris,negative,Rheinheimera
Rheinheimera chironomi,negative,Rheinheimera
Rheinheimera coerulea,negative,Rheinheimera
Rheinheimera longhuensis,negative,Rheinheimera
Rheinheimera marina,negative,Rheinheimera
Rheinheimera nanhaiensis,negative,Rheinheimera
Rheinheimera pleomorphica,negative,Rheinheimera
Rheinheimera salexigens,negative,Rheinheimera
Rheinheimera soli,negative,Rheinheimera
Rheinheimera tangshanensis,negative,Rheinheimera
Rheinheimera texasensis,negative,Rheinheimera
Rheinheimera tilapiae,negative,Rheinheimera
Rhizobacter fulvus,negative,Rhizobacter
Rhizobacter profundi,negative,Rhizobacter
Rhizobium alamii,negative,Rhizobium
Rhizobium altiplani,negative,Rhizobium
Pararhizobium arenae,negative,Pararhizobium
Mycoplana azooxidifex,negative,Mycoplana
Rhizobium calliandrae,negative,Rhizobium
Rhizobium cellulosilyticum,negative,Rhizobium
Rhizobium chutanense,negative,Rhizobium
Rhizobium daejeonense,negative,Rhizobium
Rhizobium deserti,negative,Rhizobium
Rhizobium esperanzae,negative,Rhizobium
Rhizobium pisi,negative,Rhizobium
Rhizobium favelukesii,negative,Rhizobium
Rhizobium freirei,negative,Rhizobium
Rhizobium gei,negative,Rhizobium
Rhizobium glycinendophyticum,negative,Rhizobium
Rhizobium grahamii,negative,Rhizobium
Rhizobium halophytocola,negative,Rhizobium
Rhizobium ipomoeae,negative,Rhizobium
Rhizobium leucaenae,negative,Rhizobium
Rhizobium mayense,negative,Rhizobium
Rhizobium mesoamericanum,negative,Rhizobium
Rhizobium mesosinicum,negative,Rhizobium
Rhizobium miluonense,negative,Rhizobium
Rhizobium multihospitium,negative,Rhizobium
Allorhizobium oryziradicis,negative,Allorhizobium
Rhizobium paknamense,negative,Rhizobium
Neorhizobium petrolearium,negative,Neorhizobium
Rhizobium puerariae,negative,Rhizobium
Rhizobium soli,negative,Rhizobium
Rhizobium subbaraonis,negative,Rhizobium
Pseudorhizobium tarimense,negative,Pseudorhizobium
Rhizobium terrae,negative,Rhizobium
Rhizobium tubonense,negative,Rhizobium
Rhizobium wenxiniae,negative,Rhizobium
Rhizobium wuzhouense,negative,Rhizobium
Rhizobium zeae,negative,Rhizobium
Rhizorhabdus dicambivorans,negative,Rhizorhabdus
Rhizorhabdus starnbergensis,negative,Rhizorhabdus
Rhodanobacter caeni,negative,Rhodanobacter
Rhodanobacter denitrificans,negative,Rhodanobacter
Rhodanobacter fulvus,negative,Rhodanobacter
Rhodanobacter ginsengisoli,negative,Rhodanobacter
Rhodanobacter ginsenosidimutans,negative,Rhodanobacter
Rhodanobacter humi,negative,Rhodanobacter
Rhodanobacter hydrolyticus,negative,Rhodanobacter
Rhodanobacter panaciterrae,negative,Rhodanobacter
Rhodanobacter rhizosphaerae,negative,Rhodanobacter
Rhodanobacter soli,negative,Rhodanobacter
Rhodanobacter spathiphylli,negative,Rhodanobacter
Rhodanobacter terrae,negative,Rhodanobacter
Rhodanobacter thiooxydans,negative,Rhodanobacter
Rhodobacter aestuarii,negative,Rhodobacter
Rhodobacter azollae,negative,Rhodobacter
Cereibacter johrii,negative,Cereibacter
Rhodobacter lacus,negative,Rhodobacter
Rhodobacter maris,negative,Rhodobacter
Rhodobacter megalophilus,negative,Rhodobacter
Cereibacter ovatus,negative,Cereibacter
Rhodobacter sediminis,negative,Rhodobacter
Rhodobacter viridis,negative,Rhodobacter
Rhodobacter xinxiangensis,negative,Rhodobacter
Rhodobium gokarnense,negative,Rhodobium
Rhodoblastus sphagnicola,negative,Rhodoblastus
Rhodocytophaga aerolata,negative,Rhodocytophaga
Rhodocytophaga rosea,negative,Rhodocytophaga
Rhodoferax bucti,negative,Rhodoferax
Rhodoferax lacus,negative,Rhodoferax
Rhodohalobacter barkolensis,negative,Rhodohalobacter
Rhodohalobacter halophilus,negative,Rhodohalobacter
Rhodoligotrophos appendicifer,negative,Rhodoligotrophos
Rhodoligotrophos defluvii,negative,Rhodoligotrophos
Rhodomicrobium udaipurense,negative,Rhodomicrobium
Rhodophyticola porphyridii,negative,Rhodophyticola
Rhodopirellula baltica,negative,Rhodopirellula
Rhodopirellula heiligendammensis,negative,Rhodopirellula
Rhodopirellula pilleata,negative,Rhodopirellula
Rhodopirellula solitaria,negative,Rhodopirellula
Rhodoplanes azumiensis,negative,Rhodoplanes
Rhodoplanes serenus,negative,Rhodoplanes
Rhodoplanes pokkaliisoli,negative,Rhodoplanes
Rhodoplanes roseus,negative,Rhodoplanes
Rhodoplanes serenus,negative,Rhodoplanes
Rhodoplanes tepidamans,negative,Rhodoplanes
Rhodoplanes tepidicaeni,negative,Rhodoplanes
Rhodopseudomonas parapalustris,negative,Rhodopseudomonas
Rhodopseudomonas pentothenatexigens,negative,Rhodopseudomonas
Rhodopseudomonas telluris,negative,Rhodopseudomonas
Rhodopseudomonas thermotolerans,negative,Rhodopseudomonas
Rhodosalinus halophilus,negative,Rhodosalinus
Rhodosalinus sediminis,negative,Rhodosalinus
Rhodothermus profundi,negative,Rhodothermus
Rhodovastum atsumiense,negative,Rhodovastum
Rhodovulum aestuarii,negative,Rhodovulum
Rhodovulum algae,negative,Rhodovulum
Rhodovulum bhavnagarense,negative,Rhodovulum
Rhodovulum imhoffii,negative,Rhodovulum
Rhodovulum kholense,negative,Rhodovulum
Rhodovulum lacipunicei,negative,Rhodovulum
Rhodovulum marinum,negative,Rhodovulum
Rhodovulum salis,negative,Rhodovulum
Rhodovulum visakhapatnamense,negative,Rhodovulum
Rickettsia amblyommatis,negative,Rickettsia
Rickettsia fournieri,negative,Rickettsia
Rickettsia gravesii,negative,Rickettsia
Rickettsia hoogstraalii,negative,Rickettsia
Rickettsia conorii subsp. raoultii,negative,Rickettsia
Rickettsia tamurae,negative,Rickettsia
Riemerella columbipharyngis,negative,Riemerella
Robiginitalea biformata,negative,Robiginitalea
Robiginitalea myxolifaciens,negative,Robiginitalea
Robiginitomaculum antarcticum,negative,Robiginitomaculum
Rodentibacter heidelbergensis,negative,Rodentibacter
Rodentibacter heylii,negative,Rodentibacter
Rodentibacter mrazii,negative,Rodentibacter
Rodentibacter myodis,negative,Rodentibacter
Rodentibacter pneumotropicus,negative,Rodentibacter
Rodentibacter rarus,negative,Rodentibacter
Rodentibacter ratti,negative,Rodentibacter
Rodentibacter trehalosifermentans,negative,Rodentibacter
Roseateles depolymerans,negative,Roseateles
Roseateles terrae,negative,Roseateles
Roseibaca ekhonensis,negative,Roseibaca
Roseibacillus ishigakijimensis,negative,Roseibacillus
Roseibacillus persicicus,negative,Roseibacillus
Roseibacillus ponti,negative,Roseibacillus
Roseibacterium elongatum,negative,Roseibacterium
Roseibium alexandrii,negative,Roseibium
Roseibium marinum,negative,Roseibium
Roseibium salinum,negative,Roseibium
Roseibium sediminis,negative,Roseibium
Roseicella frigidaeris,negative,Roseicella
Roseicyclus marinus,negative,Roseicyclus
Roseiflexus castenholzii,negative,Roseiflexus
Roseimicrobium gellanilyticum,negative,Roseimicrobium
Roseisalinus antarcticus,negative,Roseisalinus
Roseisolibacter agri,negative,Roseisolibacter
Roseitalea porphyridii,negative,Roseitalea
Roseithermus saccariphilus,negative,Roseithermus
Roseivirga echinicomitans,negative,Roseivirga
Roseivirga ehrenbergii,negative,Roseivirga
Roseivirga ehrenbergii,negative,Roseivirga
Roseivirga maritima,negative,Roseivirga
Roseivirga misakiensis,negative,Roseivirga
Roseivirga pacifica,negative,Roseivirga
Roseivirga spongicola,negative,Roseivirga
Roseivivax isoporae,negative,Roseivivax
Roseivivax lentus,negative,Roseivivax
Roseivivax sediminis,negative,Roseivivax
Rosenbergiella nectarea,negative,Rosenbergiella
Roseobacter ponti,negative,Roseobacter
Roseococcus thiosulfatophilus,negative,Roseococcus
Roseomonas aerilata,negative,Roseomonas
Roseomonas aerofrigidensis,negative,Roseomonas
Roseomonas aerophila,negative,Roseomonas
Roseomonas aquatica,negative,Roseomonas
Roseomonas arctica,negative,Roseomonas
Roseomonas arcticisoli,negative,Roseomonas
Roseomonas deserti,negative,Roseomonas
Roseomonas eburnea,negative,Roseomonas
Roseomonas elaeocarpi,negative,Roseomonas
Roseomonas fluminis,negative,Roseomonas
Roseomonas frigidaquae,negative,Roseomonas
Roseomonas globiformis,negative,Roseomonas
Roseomonas hibiscisoli,negative,Roseomonas
Roseomonas lacus,negative,Roseomonas
Roseomonas nepalensis,negative,Roseomonas
Roseomonas oryzicola,negative,Roseomonas
Roseomonas pecuniae,negative,Roseomonas
Roseomonas radiodurans,negative,Roseomonas
Roseomonas riguiloci,negative,Roseomonas
Roseomonas rubra,negative,Roseomonas
Roseomonas stagni,negative,Roseomonas
Roseomonas suffusca,negative,Roseomonas
Roseomonas terrae,negative,Roseomonas
Roseomonas terricola,negative,Roseomonas
Roseomonas vinacea,negative,Roseomonas
Roseomonas wenyumeiae,negative,Roseomonas
Roseospira goensis,negative,Roseospira
Roseospira visakhapatnamensis,negative,Roseospira
Roseovarius aestuarii,negative,Roseovarius
Roseovarius aestuariivivens,negative,Roseovarius
Roseovarius amoyensis,negative,Roseovarius
Roseovarius atlanticus,negative,Roseovarius
Roseovarius confluentis,negative,Roseovarius
Roseovarius faecimaris,negative,Roseovarius
Roseovarius halotolerans,negative,Roseovarius
Roseovarius lutimaris,negative,Roseovarius
Roseovarius mucosus,negative,Roseovarius
Roseovarius nanhaiticus,negative,Roseovarius
Roseovarius nitratireducens,negative,Roseovarius
Roseovarius pacificus,negative,Roseovarius
Roseovarius ramblicola,negative,Roseovarius
Roseovarius salinarum,negative,Roseovarius
Rosistilla carotiformis,negative,Rosistilla
Rosistilla oblonga,negative,Rosistilla
Rouxiella badensis,negative,Rouxiella
Rouxiella silvae,negative,Rouxiella
Rubellimicrobium aerolatum,negative,Rubellimicrobium
Rubellimicrobium mesophilum,negative,Rubellimicrobium
Rubellimicrobium thermophilum,negative,Rubellimicrobium
Rubripirellula amarantea,negative,Rubripirellula
Rubripirellula reticaptiva,negative,Rubripirellula
Rubripirellula tenax,negative,Rubripirellula
Rubritalea profundi,negative,Rubritalea
Rubritalea spongiae,negative,Rubritalea
Rubritalea squalenifaciens,negative,Rubritalea
Rubritalea tangerina,negative,Rubritalea
Rubrivirga marina,negative,Rubrivirga
Rubrivirga profundi,negative,Rubrivirga
Rudaea cellulosilytica,negative,Rudaea
Rudanella lutea,negative,Rudanella
Rudanella paleaurantiibacter,negative,Rudanella
Ruegeria conchae,negative,Ruegeria
Ruegeria denitrificans,negative,Ruegeria
Ruegeria faecimaris,negative,Ruegeria
Ruegeria halocynthiae,negative,Ruegeria
Ruegeria intermedia,negative,Ruegeria
Albibacillus kandeliae,negative,Albibacillus
Ruegeria marina,negative,Ruegeria
Ruegeria marisrubri,negative,Ruegeria
Ruegeria profundi,negative,Ruegeria
Rufibacter glacialis,negative,Rufibacter
Rufibacter ruber,negative,Rufibacter
Rufibacter ruber,negative,Rufibacter
Rufibacter sediminis,negative,Rufibacter
Ruficoccus amylovorans,negative,Ruficoccus
Rugosibacter aromaticivorans,negative,Rugosibacter
Ruminiclostridium sufflavum,negative,Ruminiclostridium
Runella aurantiaca,negative,Runella
Runella defluvii,negative,Runella
Runella limosa,negative,Runella
Runella palustris,negative,Runella
Rurimicrobium arvi,negative,Rurimicrobium
Ruthenibacterium lactatiformans,negative,Ruthenibacterium
Sabulilitoribacter arenilitoris,negative,Sabulilitoribacter
Saccharedens versatilis,negative,Saccharedens
Saccharibacter floricola,negative,Saccharibacter
Saccharophagus degradans,negative,Saccharophagus
Saccharospirillum aestuarii,negative,Saccharospirillum
Saccharospirillum mangrovi,negative,Saccharospirillum
Saccharospirillum salsuginis,negative,Saccharospirillum
Sagittula marina,negative,Sagittula
Sagittula stellata,negative,Sagittula
Salaquimonas pukyongi,negative,Salaquimonas
Salegentibacter agarivorans,negative,Salegentibacter
Salegentibacter flavus,negative,Salegentibacter
Salegentibacter holothuriorum,negative,Salegentibacter
Salegentibacter salarius,negative,Salegentibacter
Salegentibacter salinarum,negative,Salegentibacter
Salegentibacter sediminis,negative,Salegentibacter
Salibacter halophilus,negative,Salibacter
Salicola marasensis,negative,Salicola
Salinarchaeum chitinilyticum,negative,Salinarchaeum
Salinarimonas ramus,negative,Salinarimonas
Salinarimonas rosea,negative,Salinarimonas
Salinivenus iranica,negative,Salinivenus
Salinivenus lutea,negative,Salinivenus
Salinicola corii,negative,Salinicola
Salinicola halophilus,negative,Salinicola
Salinicola rhizosphaerae,negative,Salinicola
Salinicola salarius,negative,Salinicola
Salinicola tamaricis,negative,Salinicola
Salinigranum salinum,negative,Salinigranum
Salinihabitans flavidus,negative,Salinihabitans
Salinimicrobium catena,negative,Salinimicrobium
Salinimicrobium flavum,negative,Salinimicrobium
Salinimicrobium gaetbulicola,negative,Salinimicrobium
Salinimicrobium marinum,negative,Salinimicrobium
Salinimicrobium soli,negative,Salinimicrobium
Salinimicrobium terrae,negative,Salinimicrobium
Salinimicrobium xinjiangense,negative,Salinimicrobium
Alteromonas chungwhensis,negative,Alteromonas
